Time,StepDist,GPS_X,GPS_Y,Odo_X,Odo_Y,Est_X,Est_Y,rk2_Est_X,rk2_Est_Y,Theta
178.544,0.00173799,-0.0375845,0.920771,0.919573,-0.181978,0.0122725,0.711616,0.0122801,0.711615,-1.70256
178.56,0.00180236,-0.0831349,0.82864,0.91932,-0.183762,0.0101165,0.712208,0.0101244,0.712207,-1.71158
178.576,0.00180236,-0.113852,0.822446,0.919051,-0.185544,0.00737347,0.712666,0.00738135,0.712665,-1.72061
178.592,0.00180236,-0.0586748,0.891534,0.918766,-0.187324,0.00577311,0.714499,0.00578099,0.714498,-1.72964
178.608,0.00180236,-0.0816425,0.623768,0.918465,-0.189101,0.00372966,0.710943,0.00373753,0.710942,-1.73868
178.624,0.00180236,-0.0881166,0.903231,0.918148,-0.190875,0.00158187,0.71305,0.00158973,0.713049,-1.74771
178.64,0.00173799,-0.087548,0.732654,0.917825,-0.192583,-0.0005171,0.711769,-0.000508796,0.711767,-1.75763
178.656,0.00180236,-0.129588,0.849917,0.917471,-0.19435,-0.00344533,0.7128,-0.00343597,0.712798,-1.76843
178.672,0.00173799,-0.118528,0.789021,0.917113,-0.196051,-0.00609797,0.712657,-0.00608969,0.712656,-1.77835
178.688,0.00180236,-0.0687925,0.854869,0.916724,-0.197811,-0.00773298,0.713777,-0.00772441,0.713775,-1.78828
178.704,0.00173799,-0.113715,0.768596,0.916332,-0.199504,-0.0102367,0.713214,-0.0102284,0.713212,-1.79822
178.72,0.00173799,-0.114771,0.864858,0.915924,-0.201193,-0.0127278,0.714591,-0.0127196,0.714589,-1.80816
178.736,0.00173799,-0.116394,0.737751,0.9155,-0.202879,-0.0152166,0.713403,-0.0152092,0.713401,-1.81722
178.752,0.00180236,-0.176688,0.813749,0.915044,-0.204623,-0.0188925,0.713701,-0.0188847,0.713699,-1.82629
178.768,0.00180236,-0.095549,0.809218,0.914573,-0.206362,-0.0208875,0.713906,-0.0208797,0.713904,-1.83536
178.784,0.00180236,-0.0496931,0.885335,0.914084,-0.208097,-0.0219424,0.715635,-0.0219339,0.715632,-1.84531
178.8,0.00173799,-0.0796092,0.730867,0.913596,-0.209765,-0.0235737,0.714304,-0.0235656,0.714302,-1.85527
178.816,0.00180236,-0.0671184,0.751117,0.913075,-0.211491,-0.0249557,0.71335,-0.024948,0.713348,-1.86435
178.832,0.00173799,-0.195377,0.803418,0.912555,-0.213149,-0.0288732,0.713526,-0.0288651,0.713523,-1.87431
178.848,0.00180236,-0.218383,0.790923,0.912,-0.214864,-0.0332081,0.713394,-0.0331997,0.713391,-1.88428
178.864,0.00180236,-0.191673,0.816795,0.911428,-0.216573,-0.0369373,0.713786,-0.0369297,0.713784,-1.89338
178.88,0.00180236,-0.119745,0.811863,0.910841,-0.218277,-0.0391687,0.714078,-0.0391611,0.714075,-1.90248
178.896,0.00180236,-0.109749,0.825487,0.910239,-0.219976,-0.0411706,0.714641,-0.041163,0.714639,-1.91158
178.912,0.00173799,-0.109325,0.791671,0.909642,-0.221608,-0.043119,0.714582,-0.043111,0.71458,-1.92156
178.928,0.00180236,-0.126818,0.914336,0.909007,-0.223295,-0.045415,0.716924,-0.0454074,0.716922,-1.93067
178.944,0.00180236,-0.162896,0.808742,0.908357,-0.224976,-0.0484017,0.717113,-0.0483941,0.71711,-1.93979
178.96,0.00173799,-0.0437971,0.842071,0.907714,-0.226591,-0.0489397,0.71803,-0.0489318,0.718027,-1.94978
178.976,0.00180236,-0.12547,0.775871,0.90703,-0.228259,-0.0511402,0.717553,-0.051132,0.717549,-1.95978
178.992,0.00173799,-0.179025,0.890805,0.906355,-0.22986,-0.0543596,0.719448,-0.0543517,0.719445,-1.96978
179.008,0.00180236,-0.058359,0.817501,0.905638,-0.231514,-0.055142,0.719789,-0.0551339,0.719785,-1.97979
179.024,0.00173799,-0.182218,0.803843,0.904931,-0.233101,-0.0583765,0.719914,-0.0583687,0.71991,-1.98981
179.04,0.00173799,-0.103457,0.848115,0.904208,-0.234682,-0.0599866,0.720929,-0.0599789,0.720925,-1.99983
179.056,0.00180236,-0.127974,0.851247,0.903442,-0.236313,-0.0620972,0.721937,-0.0620892,0.721933,-2.00985
179.072,0.00173799,-0.180593,0.776049,0.902688,-0.237879,-0.0652066,0.721484,-0.0651989,0.721481,-2.01988
179.088,0.00180236,-0.0748372,0.868364,0.901889,-0.239495,-0.0661819,0.722839,-0.066174,0.722835,-2.02991
179.104,0.00180236,-0.140368,0.75614,0.901075,-0.241103,-0.0684629,0.721929,-0.0684556,0.721925,-2.03907
179.12,0.00180236,-0.223632,0.795773,0.900247,-0.242704,-0.0723779,0.721837,-0.0723707,0.721833,-2.04824
179.136,0.00173799,-0.065751,0.778527,0.899433,-0.244239,-0.0730432,0.721466,-0.0730356,0.721462,-2.05829
179.152,0.00180236,-0.136138,0.721146,0.898574,-0.245824,-0.0751467,0.719906,-0.0751395,0.719902,-2.06745
179.168,0.00180236,-0.228517,0.824334,0.897701,-0.247401,-0.0790699,0.72045,-0.0790628,0.720446,-2.07663
179.184,0.00180236,-0.179497,0.796124,0.896815,-0.24897,-0.0819471,0.720425,-0.0819407,0.720422,-2.08493
179.2,0.00180236,-0.151304,0.772404,0.895915,-0.250532,-0.0842156,0.719934,-0.0842093,0.71993,-2.09323
179.216,0.00180236,-0.164846,0.825055,0.895003,-0.252086,-0.0867223,0.720513,-0.086716,0.720509,-2.10154
179.232,0.00186673,-0.268123,0.764251,0.894045,-0.253688,-0.0912894,0.719818,-0.0912829,0.719814,-2.10985
179.248,0.00180236,-0.139045,0.794075,0.893107,-0.255227,-0.0931637,0.719795,-0.0931575,0.719791,-2.11816
179.264,0.00180236,-0.165897,0.744545,0.892156,-0.256758,-0.0955502,0.718789,-0.0955439,0.718785,-2.12647
179.28,0.00180236,-0.141272,0.769653,0.891192,-0.258282,-0.0974088,0.718314,-0.0974026,0.71831,-2.13479
179.296,0.00180236,-0.249673,0.781543,0.890215,-0.259796,-0.101412,0.718094,-0.101405,0.71809,-2.144
179.312,0.00180236,-0.109283,0.857118,0.889225,-0.261302,-0.10254,0.719399,-0.102534,0.719395,-2.15232
179.328,0.00180236,-0.198254,0.768538,0.888222,-0.2628,-0.105436,0.718914,-0.10543,0.71891,-2.16066
179.344,0.00186673,-0.130839,0.740822,0.887173,-0.264343,-0.106973,0.717839,-0.106968,0.717836,-2.16811
179.36,0.00186673,-0.181796,0.858941,0.886111,-0.265879,-0.10951,0.719156,-0.109504,0.719153,-2.17557
179.376,0.00180236,-0.097771,0.865437,0.885075,-0.267354,-0.11029,0.720637,-0.110285,0.720633,-2.18303
179.392,0.00186673,-0.211926,0.715375,0.883991,-0.268874,-0.113386,0.719042,-0.11338,0.719038,-2.19049
179.408,0.00180236,-0.216257,0.743187,0.882933,-0.270333,-0.116479,0.718095,-0.116474,0.718091,-2.19795
179.424,0.00186673,-0.147144,0.768692,0.881828,-0.271837,-0.118176,0.717633,-0.118171,0.717629,-2.20453
179.44,0.00186673,-0.132868,0.797393,0.880713,-0.273334,-0.119563,0.717761,-0.119558,0.717757,-2.21111
179.456,0.00186673,-0.273808,0.75623,0.879586,-0.274823,-0.123752,0.717071,-0.123746,0.717067,-2.21859
179.472,0.00186673,-0.165411,0.754964,0.87845,-0.276304,-0.125698,0.716378,-0.125694,0.716374,-2.22517
179.488,0.00186673,-0.210046,0.781993,0.877303,-0.277776,-0.12851,0.716247,-0.128504,0.716243,-2.23265
179.504,0.00180236,-0.176917,0.736956,0.876185,-0.27919,-0.130574,0.715276,-0.130569,0.715272,-2.24013
179.52,0.00186673,-0.176496,0.718012,0.875015,-0.280645,-0.132638,0.713905,-0.132633,0.7139,-2.24762
179.536,0.00180236,-0.158775,0.810567,0.873876,-0.282042,-0.134277,0.714469,-0.134272,0.714465,-2.25511
179.552,0.00186673,-0.114961,0.744502,0.872687,-0.28348,-0.135057,0.71366,-0.135052,0.713656,-2.26171
179.568,0.00186673,-0.132129,0.706598,0.871487,-0.284911,-0.136173,0.712117,-0.136169,0.712113,-2.26832
179.584,0.00186673,-0.118988,0.852881,0.870279,-0.286334,-0.137014,0.713538,-0.137009,0.713534,-2.27494
179.6,0.00186673,-0.247079,0.651602,0.869061,-0.287749,-0.140409,0.710912,-0.140404,0.710908,-2.28155
179.616,0.00186673,-0.108075,0.787061,0.867834,-0.289155,-0.140965,0.711057,-0.14096,0.711053,-2.28816
179.632,0.00186673,-0.223839,0.760417,0.866597,-0.290554,-0.143834,0.710674,-0.143829,0.71067,-2.29478
179.648,0.0019311,-0.285446,0.637781,0.86531,-0.291993,-0.147928,0.707805,-0.147924,0.707801,-2.30051
179.664,0.00186673,-0.286515,0.750818,0.864058,-0.293377,-0.151927,0.707309,-0.151923,0.707305,-2.30624
179.68,0.00186673,-0.189691,0.791738,0.862799,-0.294756,-0.153915,0.707646,-0.153912,0.707643,-2.31053
179.696,0.0019311,-0.278348,0.815079,0.861491,-0.296177,-0.157686,0.708402,-0.157683,0.7084,-2.31483
179.712,0.0019311,-0.123726,0.789525,0.860177,-0.297592,-0.158294,0.708638,-0.158291,0.708635,-2.31912
179.728,0.00186673,-0.273092,0.756946,0.8589,-0.298953,-0.161842,0.708271,-0.161839,0.708267,-2.32485
179.744,0.00186673,-0.225228,0.741087,0.857614,-0.300306,-0.16437,0.707601,-0.164366,0.707597,-2.33058
179.76,0.0019311,-0.189851,0.786516,0.856278,-0.3017,-0.166189,0.707813,-0.166186,0.70781,-2.33488
179.776,0.0019311,-0.199108,0.806417,0.854934,-0.303087,-0.168165,0.708426,-0.168161,0.708422,-2.34062
179.792,0.00186673,-0.181109,0.857219,0.853627,-0.30442,-0.169704,0.710095,-0.169701,0.710092,-2.34637
179.808,0.00186673,-0.161428,0.802038,0.852312,-0.305745,-0.170827,0.710635,-0.170823,0.710632,-2.35212
179.824,0.00186673,-0.178237,0.688399,0.850992,-0.307065,-0.172269,0.708897,-0.172266,0.708895,-2.35643
179.84,0.0019311,-0.239188,0.709524,0.849623,-0.308427,-0.17495,0.707576,-0.174948,0.707574,-2.35896
179.856,0.00186673,-0.182583,0.72463,0.848296,-0.30974,-0.176403,0.70663,-0.176401,0.706628,-2.3615
179.872,0.0019311,-0.225364,0.759486,0.846919,-0.311094,-0.17873,0.706359,-0.178729,0.706358,-2.36402
179.888,0.0019311,-0.245244,0.730526,0.84554,-0.312446,-0.181413,0.705518,-0.181411,0.705517,-2.36655
179.904,0.00186673,-0.237298,0.746926,0.844201,-0.313746,-0.183843,0.705072,-0.18384,0.705069,-2.37087
179.92,0.0019311,-0.157264,0.756468,0.842812,-0.315088,-0.184672,0.704785,-0.184671,0.704783,-2.3734
179.936,0.00186673,-0.242177,0.711813,0.841466,-0.316382,-0.187141,0.703658,-0.18714,0.703656,-2.37593
179.952,0.00186673,-0.184882,0.798634,0.840117,-0.317672,-0.188418,0.704293,-0.188417,0.704291,-2.37847
179.968,0.0019311,-0.224922,0.720275,0.838716,-0.319001,-0.190522,0.70331,-0.190519,0.703307,-2.3828
179.984,0.0019311,-0.208766,0.71063,0.837309,-0.320323,-0.192265,0.702161,-0.192263,0.702158,-2.38714
180,0.00186673,-0.238929,0.735306,0.835945,-0.321598,-0.194535,0.701574,-0.194533,0.701572,-2.38969
180.016,0.0019311,-0.215687,0.793251,0.834529,-0.322911,-0.196346,0.702121,-0.196343,0.702118,-2.39404
180.032,0.00186673,-0.233345,0.769457,0.833157,-0.324177,-0.19843,0.702227,-0.198429,0.702226,-2.39659
180.048,0.0019311,-0.231758,0.712525,0.831737,-0.325486,-0.200488,0.70115,-0.200488,0.70115,-2.39658
180.064,0.0019311,-0.341495,0.749809,0.830313,-0.32679,-0.204704,0.700845,-0.204702,0.700843,-2.40016
180.08,0.00186673,-0.285261,0.786588,0.828934,-0.328048,-0.207667,0.701327,-0.207665,0.701326,-2.40194
180.096,0.0019311,-0.269537,0.727045,0.827503,-0.329345,-0.210306,0.700571,-0.210304,0.700569,-2.40553
180.112,0.00186673,-0.294272,0.725024,0.826117,-0.330596,-0.213344,0.699834,-0.213343,0.699833,-2.40731
180.128,0.00186673,-0.209448,0.724098,0.824732,-0.331846,-0.214624,0.699094,-0.214624,0.699094,-2.40729
180.144,0.0019311,-0.234789,0.739564,0.823296,-0.333138,-0.216434,0.698638,-0.216433,0.698636,-2.40909
180.16,0.0019311,-0.212872,0.701577,0.821858,-0.334427,-0.217772,0.697433,-0.217771,0.697432,-2.41087
180.176,0.0019311,-0.238308,0.730064,0.82042,-0.335715,-0.219592,0.696823,-0.219592,0.696823,-2.41084
180.192,0.00180236,-0.331785,0.766731,0.819078,-0.336918,-0.223151,0.697042,-0.223151,0.697042,-2.41083
180.208,0.0019311,-0.309817,0.594774,0.81764,-0.338207,-0.226294,0.693734,-0.226294,0.693734,-2.41081
180.224,0.0019311,-0.306528,0.643946,0.816202,-0.339496,-0.229308,0.691475,-0.229308,0.691475,-2.41078
180.24,0.00186673,-0.284355,0.700368,0.814814,-0.340745,-0.231769,0.690429,-0.23177,0.69043,-2.40896
180.256,0.00186673,-0.220264,0.751215,0.813424,-0.341991,-0.232901,0.690424,-0.2329,0.690422,-2.41075
180.272,0.0019311,-0.169346,0.653132,0.811986,-0.34328,-0.233039,0.688414,-0.233039,0.688414,-2.41072
180.288,0.0019311,-0.238066,0.701803,0.810548,-0.344569,-0.234549,0.687419,-0.234549,0.687419,-2.41071
180.304,0.00186673,-0.381041,0.710075,0.80916,-0.345818,-0.238838,0.686648,-0.238839,0.68665,-2.40889
180.32,0.0019311,-0.228442,0.72391,0.807727,-0.347112,-0.240035,0.686125,-0.240036,0.686127,-2.40707
180.336,0.00186673,-0.314893,0.62386,0.806342,-0.348363,-0.24289,0.683654,-0.24289,0.683654,-2.40706
180.352,0.0019311,-0.282561,0.777466,0.804909,-0.349657,-0.245088,0.684262,-0.245088,0.684262,-2.40705
180.368,0.0019311,-0.16958,0.705083,0.803478,-0.350954,-0.24498,0.683407,-0.244981,0.683408,-2.40523
180.384,0.00186673,-0.259535,0.649946,0.802097,-0.35221,-0.246624,0.681507,-0.246625,0.681508,-2.40342
180.4,0.00186673,-0.247093,0.655994,0.800719,-0.353469,-0.247984,0.679763,-0.247985,0.679764,-2.40161
180.416,0.0019311,-0.260004,0.746591,0.7993,-0.354779,-0.249615,0.679816,-0.249619,0.67982,-2.3962
180.432,0.0019311,-0.24535,0.753304,0.797885,-0.356094,-0.250916,0.679997,-0.250918,0.68,-2.3926
180.448,0.0019311,-0.237548,0.710356,0.796476,-0.357414,-0.25203,0.679311,-0.252032,0.679313,-2.38897
180.464,0.00186673,-0.253849,0.661408,0.795118,-0.358695,-0.253397,0.677697,-0.253399,0.6777,-2.38535
180.48,0.00186673,-0.248015,0.648129,0.793767,-0.359983,-0.254613,0.675843,-0.254617,0.675847,-2.37993
180.496,0.0019311,-0.25711,0.676697,0.792377,-0.361323,-0.256026,0.674547,-0.256029,0.674551,-2.37452
180.512,0.0019311,-0.236198,0.725289,0.790991,-0.362669,-0.256987,0.674244,-0.256989,0.674246,-2.37089
180.528,0.00186673,-0.220672,0.749618,0.789659,-0.363976,-0.257566,0.67447,-0.25757,0.674473,-2.36547
180.544,0.00186673,-0.407567,0.714678,0.788332,-0.365289,-0.261867,0.673987,-0.261869,0.67399,-2.36185
180.56,0.0019311,-0.194311,0.703921,0.786966,-0.366654,-0.261854,0.673248,-0.261858,0.673252,-2.35643
180.576,0.00186673,-0.329581,0.708174,0.785653,-0.367981,-0.264496,0.672647,-0.264499,0.67265,-2.35102
180.592,0.0019311,-0.290597,0.651938,0.784302,-0.369361,-0.266342,0.67088,-0.266345,0.670884,-2.3456
180.608,0.00186673,-0.241063,0.691211,0.783004,-0.370703,-0.267108,0.669971,-0.267112,0.669975,-2.33929
180.624,0.00186673,-0.201783,0.655578,0.781717,-0.372054,-0.267063,0.668359,-0.267068,0.668364,-2.3321
180.64,0.00186673,-0.307552,0.596375,0.780437,-0.373414,-0.269127,0.665587,-0.269131,0.665591,-2.32579
180.656,0.00186673,-0.394592,0.624056,0.779167,-0.374781,-0.272881,0.663416,-0.272885,0.66342,-2.31948
180.672,0.00180236,-0.254551,0.736352,0.777951,-0.376111,-0.273706,0.663571,-0.273712,0.663576,-2.31139
180.688,0.00180236,-0.232518,0.682532,0.776746,-0.377453,-0.274063,0.662636,-0.274069,0.662642,-2.30243
180.704,0.00180236,-0.332736,0.719217,0.775554,-0.378804,-0.276404,0.662443,-0.27641,0.662448,-2.29346
180.72,0.00180236,-0.268442,0.681332,0.774374,-0.380167,-0.277401,0.661486,-0.277407,0.661491,-2.28449
180.736,0.00180236,-0.229848,0.716024,0.773208,-0.381541,-0.277593,0.66123,-0.2776,0.661236,-2.27463
180.752,0.00180236,-0.290561,0.748182,0.772054,-0.382925,-0.278984,0.661612,-0.27899,0.661617,-2.26566
180.768,0.00180236,-0.241533,0.673917,0.770913,-0.38432,-0.279353,0.660491,-0.27936,0.660496,-2.25667
180.784,0.00173799,-0.279176,0.742065,0.769824,-0.385675,-0.280417,0.660795,-0.280423,0.6608,-2.24769
180.8,0.00180236,-0.330913,0.766601,0.768708,-0.38709,-0.282521,0.661524,-0.282527,0.661529,-2.2387
180.816,0.00180236,-0.180771,0.684428,0.767604,-0.388515,-0.281567,0.660586,-0.281573,0.660591,-2.22971
180.832,0.00180236,-0.3298,0.660612,0.766514,-0.38995,-0.2836,0.65918,-0.283607,0.659185,-2.22072
180.848,0.00186673,-0.338606,0.643483,0.765396,-0.391445,-0.285796,0.657401,-0.285802,0.657405,-2.21261
180.864,0.00180236,-0.297446,0.604833,0.764329,-0.392898,-0.287075,0.654926,-0.28708,0.65493,-2.20449
180.88,0.00180236,-0.344974,0.728545,0.763273,-0.394359,-0.289267,0.654967,-0.289273,0.654971,-2.19637
180.896,0.00180236,-0.220434,0.669289,0.762231,-0.395829,-0.288912,0.653812,-0.288918,0.653817,-2.18737
180.912,0.00180236,-0.305119,0.616634,0.761202,-0.397309,-0.290244,0.651618,-0.290251,0.651623,-2.17837
180.928,0.00180236,-0.267665,0.532004,0.760188,-0.398799,-0.290787,0.647766,-0.290794,0.647771,-2.16849
180.944,0.00173799,-0.23925,0.632721,0.759224,-0.400245,-0.2907,0.646048,-0.290707,0.646052,-2.1586
180.96,0.00180236,-0.33077,0.611577,0.75824,-0.401755,-0.292467,0.643879,-0.292474,0.643884,-2.14871
180.976,0.00173799,-0.311776,0.662356,0.757305,-0.40322,-0.293769,0.642813,-0.293776,0.642817,-2.13881
180.992,0.00180236,-0.278615,0.678302,0.75635,-0.404749,-0.294401,0.642024,-0.294409,0.642029,-2.12891
181.008,0.00173799,-0.311879,0.563317,0.755446,-0.406233,-0.295637,0.638996,-0.295645,0.639,-2.11813
181.024,0.00173799,-0.322512,0.682434,0.754557,-0.407727,-0.297045,0.6384,-0.297053,0.638405,-2.10734
181.04,0.00173799,-0.280604,0.648601,0.753685,-0.40923,-0.297571,0.637131,-0.297579,0.637136,-2.09655
181.056,0.00173799,-0.369497,0.663695,0.752829,-0.410743,-0.299849,0.63618,-0.299857,0.636185,-2.08575
181.072,0.00173799,-0.282242,0.626709,0.75199,-0.412264,-0.300319,0.634499,-0.300327,0.634504,-2.07495
181.088,0.00173799,-0.314803,0.702363,0.751168,-0.413796,-0.301414,0.634356,-0.301423,0.634361,-2.06328
181.104,0.00173799,-0.376636,0.694446,0.750364,-0.415337,-0.303707,0.634048,-0.303715,0.634052,-2.0516
181.12,0.00167362,-0.329796,0.583417,0.749607,-0.41683,-0.30497,0.631572,-0.304978,0.631576,-2.03991
181.136,0.00173799,-0.397258,0.629685,0.74884,-0.418389,-0.307568,0.630006,-0.307577,0.630011,-2.02821
181.152,0.00173799,-0.368099,0.574794,0.748091,-0.419957,-0.309513,0.627365,-0.309522,0.627369,-2.01651
181.168,0.00167362,-0.331734,0.721749,0.747387,-0.421476,-0.310647,0.627765,-0.310656,0.627769,-2.00481
181.184,0.00173799,-0.317969,0.61449,0.746674,-0.423061,-0.311491,0.625946,-0.3115,0.62595,-1.9931
181.2,0.00173799,-0.349791,0.649012,0.745981,-0.424654,-0.312937,0.624845,-0.312946,0.624849,-1.98138
181.216,0.00167362,-0.316925,0.571872,0.745331,-0.426197,-0.313654,0.622274,-0.313663,0.622278,-1.96966
181.232,0.00173799,-0.370129,0.615055,0.744676,-0.427807,-0.315425,0.620552,-0.315435,0.620556,-1.95706
181.248,0.00167362,-0.287198,0.694721,0.744065,-0.429365,-0.315459,0.620509,-0.315469,0.620512,-1.94446
181.264,0.00167362,-0.313079,0.712439,0.743474,-0.43093,-0.315991,0.620813,-0.316001,0.620817,-1.93185
181.28,0.00167362,-0.363281,0.684448,0.742904,-0.432504,-0.317496,0.620543,-0.317506,0.620547,-1.91838
181.296,0.00167362,-0.297906,0.641513,0.742355,-0.434085,-0.317642,0.619413,-0.317652,0.619417,-1.90489
181.312,0.00167362,-0.42905,0.624105,0.741828,-0.435673,-0.320387,0.617951,-0.320397,0.617954,-1.8914
181.328,0.00160925,-0.400638,0.655986,0.741342,-0.437208,-0.322467,0.617208,-0.322478,0.617211,-1.87704
181.344,0.00167362,-0.285719,0.588415,0.740861,-0.438811,-0.322204,0.615061,-0.322215,0.615064,-1.86267
181.36,0.00160925,-0.307218,0.64683,0.740421,-0.440359,-0.322335,0.614179,-0.322347,0.614183,-1.84744
181.376,0.00160925,-0.290665,0.635362,0.740005,-0.441913,-0.322109,0.613079,-0.322121,0.613083,-1.83221
181.392,0.00154488,-0.295448,0.634177,0.739629,-0.443412,-0.321945,0.612033,-0.321956,0.612036,-1.81696
181.408,0.00160925,-0.360908,0.611349,0.739261,-0.444978,-0.323085,0.610484,-0.323097,0.610487,-1.80169
181.424,0.00160925,-0.275521,0.615124,0.738916,-0.44655,-0.322471,0.609036,-0.322483,0.609039,-1.78642
181.44,0.00167362,-0.331495,0.681843,0.738583,-0.44819,-0.322978,0.608885,-0.32299,0.608888,-1.77114
181.456,0.00160925,-0.326572,0.702152,0.738287,-0.449772,-0.32334,0.6092,-0.323352,0.609203,-1.75584
181.472,0.00160925,-0.214657,0.54694,0.738014,-0.451358,-0.321434,0.606401,-0.321445,0.606403,-1.74138
181.488,0.00167362,-0.343691,0.570907,0.737754,-0.453011,-0.322134,0.604071,-0.322146,0.604073,-1.72691
181.504,0.00160925,-0.278044,0.6117,0.737527,-0.454604,-0.321475,0.602662,-0.321486,0.602664,-1.71242
181.52,0.00160925,-0.278126,0.677323,0.737323,-0.456201,-0.320808,0.602591,-0.320819,0.602593,-1.69792
181.536,0.00167362,-0.344796,0.684227,0.737135,-0.457864,-0.321472,0.602594,-0.321484,0.602596,-1.6834
181.552,0.00160925,-0.211182,0.585008,0.736977,-0.459465,-0.319421,0.600673,-0.319432,0.600674,-1.66887
181.568,0.00160925,-0.306247,0.566833,0.736844,-0.461069,-0.319288,0.598424,-0.3193,0.598425,-1.65346
181.584,0.00167362,-0.371942,0.533525,0.73673,-0.462739,-0.320452,0.59549,-0.320464,0.595491,-1.63887
181.6,0.00160925,-0.398685,0.632104,0.736644,-0.464345,-0.322101,0.594648,-0.322113,0.594648,-1.62442
181.616,0.00167362,-0.458298,0.670004,0.736578,-0.466018,-0.32489,0.594516,-0.324901,0.594516,-1.60996
181.632,0.00160925,-0.386079,0.637487,0.736539,-0.467627,-0.326152,0.593799,-0.326164,0.593799,-1.5955
181.648,0.00160925,-0.359491,0.726416,0.736524,-0.469236,-0.326834,0.594874,-0.326846,0.594874,-1.58017
181.664,0.00160925,-0.324477,0.564658,0.736533,-0.470845,-0.326777,0.592693,-0.326789,0.592693,-1.56484
181.68,0.00160925,-0.349288,0.610943,0.736567,-0.472454,-0.327194,0.591481,-0.327206,0.591481,-1.54949
181.696,0.00167362,-0.405791,0.565541,0.736627,-0.474126,-0.328707,0.589323,-0.328719,0.589323,-1.535
181.712,0.00160925,-0.337244,0.528021,0.736708,-0.475734,-0.328799,0.586522,-0.32881,0.586521,-1.5205
181.728,0.00167362,-0.401541,0.666355,0.736817,-0.477404,-0.330147,0.586482,-0.330159,0.586481,-1.50599
181.744,0.00160925,-0.368853,0.624206,0.736943,-0.479008,-0.330798,0.585664,-0.330808,0.585663,-1.49233
181.76,0.00167362,-0.373477,0.707069,0.737097,-0.480675,-0.3315,0.586459,-0.331512,0.586458,-1.47867
181.776,0.00167362,-0.407417,0.64941,0.737274,-0.482339,-0.332846,0.586087,-0.332857,0.586086,-1.46499
181.792,0.00167362,-0.428146,0.605714,0.737473,-0.484001,-0.334556,0.584851,-0.334567,0.58485,-1.45132
181.808,0.00160925,-0.289745,0.698013,0.737687,-0.485596,-0.33345,0.585551,-0.333461,0.58555,-1.43764
181.824,0.00173799,-0.326779,0.595774,0.737939,-0.487315,-0.333069,0.584071,-0.33308,0.584069,-1.42481
181.84,0.00167362,-0.357817,0.610195,0.738204,-0.488968,-0.333305,0.582974,-0.333315,0.582972,-1.41198
181.856,0.00167362,-0.366751,0.619432,0.738491,-0.490616,-0.333692,0.582087,-0.333703,0.582085,-1.39827
181.872,0.00160925,-0.301055,0.585189,0.738789,-0.492198,-0.332747,0.580599,-0.332758,0.580597,-1.38456
181.888,0.00167362,-0.336467,0.562501,0.739122,-0.493838,-0.332496,0.57863,-0.332507,0.578628,-1.37084
181.904,0.00167362,-0.347797,0.665428,0.739477,-0.495474,-0.332454,0.578763,-0.332465,0.578761,-1.35712
181.92,0.00167362,-0.458979,0.607203,0.739851,-0.497105,-0.334618,0.577733,-0.334627,0.577731,-1.34511
181.936,0.00173799,-0.386004,0.608626,0.740261,-0.498794,-0.335244,0.576696,-0.335254,0.576693,-1.3331
181.952,0.00173799,-0.360585,0.743332,0.740687,-0.500479,-0.335333,0.578377,-0.335342,0.578375,-1.32282
181.968,0.00180236,-0.435342,0.669742,0.741147,-0.502221,-0.336882,0.578497,-0.336891,0.578495,-1.31254
181.984,0.00173799,-0.426204,0.582912,0.741607,-0.503897,-0.338218,0.576943,-0.338226,0.576941,-1.30313
182,0.00180236,-0.349835,0.583353,0.7421,-0.505631,-0.337967,0.575372,-0.337975,0.57537,-1.29373
182.016,0.00180236,-0.339503,0.688244,0.742609,-0.50736,-0.337499,0.575935,-0.337507,0.575933,-1.28431
182.032,0.00180236,-0.381036,0.709894,0.743135,-0.509084,-0.337855,0.576925,-0.337863,0.576922,-1.2749
182.048,0.00173799,-0.367415,0.648945,0.743657,-0.510742,-0.337934,0.576741,-0.337942,0.576738,-1.26548
182.064,0.00180236,-0.37887,0.572016,0.744215,-0.512455,-0.338206,0.574967,-0.338214,0.574964,-1.25606
182.08,0.00180236,-0.518138,0.690344,0.744789,-0.514164,-0.341242,0.5756,-0.34125,0.575597,-1.24663
182.096,0.00180236,-0.365728,0.678872,0.745378,-0.515867,-0.341155,0.575996,-0.341162,0.575993,-1.23807
182.112,0.00180236,-0.442051,0.640379,0.745981,-0.517566,-0.342581,0.575619,-0.342589,0.575617,-1.22951
182.128,0.00180236,-0.380137,0.658237,0.746598,-0.51926,-0.342729,0.575612,-0.342735,0.575609,-1.22183
182.144,0.00186673,-0.466176,0.635092,0.747249,-0.521009,-0.344559,0.575087,-0.344565,0.575084,-1.21414
182.16,0.00180236,-0.384165,0.641598,0.747892,-0.522693,-0.344722,0.574767,-0.344728,0.574764,-1.20645
182.176,0.00186673,-0.355382,0.606436,0.74857,-0.524432,-0.34427,0.573696,-0.344276,0.573693,-1.19876
182.192,0.00180236,-0.45219,0.652748,0.749238,-0.526106,-0.345773,0.573636,-0.34578,0.573634,-1.19106
182.208,0.00186673,-0.549398,0.641411,0.749942,-0.527835,-0.349156,0.573298,-0.349162,0.573295,-1.18425
